relative_position,army_value,current_stage,gameloop
0.06279255129037753,7400,mid,21600
0.12129300516311659,4850,mid,25440
0.0789770651088193,2600,mid,29040
0.9387890868861821,4300,mid,17280
0.21533624062318557,4375,late,12720
0.20434026930409788,5025,late,12960
0.07710390007891554,4550,late,13440
0.10207633213537182,4250,late,14160
0.13299282904102772,4200,late,16080
0.2451282102874226,5450,late,16320
0.7057321061924755,7850,late,17520
0.6727394944020074,9200,late,17760
0.1985564283128003,5300,late,14160
0.2699513335851237,7600,late,14640
0.5646164273629252,8500,late,34800
0.22069549572106295,4100,late,16560
0.1869317442960049,4300,late,17280
0.3597067044111142,7250,late,17760
0.12804541046678347,5200,late,13200
0.0774743604968624,4550,late,13440
0.17269912799340348,4800,late,13920
0.20157432464337854,4525,late,14160
0.19031634369804262,8000,late,18960
0.7173643391363349,10200,late,19920
0.7236072490826199,5600,late,20160
0.14348196250952117,5700,late,20640
0.6766175726391362,10725,late,18000
0.24207017437052814,4675,late,13440
0.5710627462271145,10600,late,27600
0.07776294501496894,5150,late,18960
0.8532054890444292,4400,late,29520
0.8595936224527041,5250,late,29760
0.8331621121190692,6475,late,14880
0.25570816051835643,5875,late,18960
0.08602908806949139,4700,late,16080
0.6224973771406901,6250,late,27600
0.10604699032161197,5450,late,13680
0.26240002640916316,7475,late,21120
0.8913041096727871,6400,late,12480
0.9336780668693232,4475,late,17040
0.8683676852834854,5750,late,16560
0.1978903550299615,4725,late,22320
0.12150211689033452,5650,late,17760
0.2950554125179492,5000,late,20400
0.23737974045731391,4000,late,20640
0.21091547414026635,4200,late,19680
0.25406985428329465,10775,late,19920
0.3684434695769395,8275,late,17760
0.314450412910245,5675,late,18000
0.14134597128284043,5250,late,13680
0.13976146709993542,5625,late,13920
0.09312390712078017,5400,late,14160
0.6890929558365309,5075,late,15360
0.30406562742091947,4250,late,17520
0.15290930274872433,7200,late,18000
0.7901488888383777,4100,late,18720
0.7181901216859119,7700,late,18960
0.11726902588935312,4475,late,15600
0.7954906877101894,5550,late,33120
0.7578643800803029,8675,late,33360
0.9266701118244092,5800,late,14400
0.37197079413678913,8250,late,16080
0.5870543502643989,6675,late,26640
0.693023516849435,4875,late,27360
0.6891365412786741,7400,late,19200
0.10724770509134218,4600,late,12960
0.05332231959560063,5225,late,14160
0.7199567991658221,4025,late,21600
0.11968868361904983,6000,late,19920
0.25841015869022277,4100,late,20640
0.3238852727661952,4375,late,23040
0.8412246735297108,4900,late,15120
0.1692412284270669,5750,late,23760
0.4625169539357812,10775,late,25200
0.26737189471986056,4600,late,26880
0.3517994903022153,6700,late,31920
0.7678780577769546,8100,late,34560
0.43075815402177714,5825,late,13680
0.5241301439259001,5325,late,13920
0.281280576287865,4675,late,14160
0.39746425260693086,7325,late,14880
0.8330035610710058,7225,late,15360
0.8429538593042948,6150,late,15840
0.8437399520317292,5200,late,16080
0.9561985827399843,4400,late,16320
0.7858336791216546,5275,late,13440
0.7978251535004413,4075,late,13680
0.14554136120240346,4575,late,16560
0.2329868811666922,4000,late,16800
0.15384615384615385,4075,late,17040
0.47158467286667116,11775,late,26880
0.5185884000840748,10675,late,27120
