name,race,matchup,relative_position,army_x,army_y,total_army_value,died_army_value,gameloop
Arctur,Terran,TvZ,0.22689691788684552,153,171,500,0,12960
BlyOnFire,Zerg,TvZ,0.048387096774193505,182,113,300,0,12960
Arctur,Terran,TvZ,0.2272268797865727,166,169,1000,0,13200
BlyOnFire,Zerg,TvZ,0.018834165639033174,73,60,1625,150,13200
Arctur,Terran,TvZ,0.5691781554558413,177,140,2200,50,13440
BlyOnFire,Zerg,TvZ,0.37765942418840287,178,137,1600,300,13440
Arctur,Terran,TvZ,0.5529565314584163,179,141,2400,100,13680
BlyOnFire,Zerg,TvZ,0.02077560291858571,69,87,1650,375,13680
Arctur,Terran,TvZ,0.5529565314584163,179,141,3300,2050,13920
BlyOnFire,Zerg,TvZ,0.3977666380117407,176,138,2875,1300,13920
Arctur,Terran,TvZ,0.27385557463515353,174,158,1650,950,14160
BlyOnFire,Zerg,TvZ,0.4821428571428571,182,143,1600,550,14160
Arctur,Terran,TvZ,0.3756763473359651,180,151,1175,350,14400
BlyOnFire,Zerg,TvZ,0.018834165639033174,73,60,425,0,14400
Arctur,Terran,TvZ,0.35793173803542133,180,152,0,0,14640
BlyOnFire,Zerg,TvZ,0.048387096774193505,182,113,350,0,14640
BlyOnFire,Zerg,PvZ,0.021840780044651287,154,144,50,0,4560
GunGFuBanDa,Protoss,PvZ,0.8812718465608775,136,128,0,0,4560
BlyOnFire,Zerg,PvZ,0.021840780044651287,139,160,0,0,5280
GunGFuBanDa,Protoss,PvZ,0.12747016089437158,53,74,0,0,5280
BlyOnFire,Zerg,PvZ,0.021840780044651287,154,144,0,0,5520
GunGFuBanDa,Protoss,PvZ,0.08051250813103267,65,54,0,0,5520
BlyOnFire,Zerg,PvZ,0.021840780044651287,139,160,0,0,6000
GunGFuBanDa,Protoss,PvZ,0.12747016089437158,53,74,0,0,6000
BlyOnFire,Zerg,PvZ,0.021840780044651287,154,144,300,0,6480
GunGFuBanDa,Protoss,PvZ,0.7025657816251328,101,109,0,0,6480
BlyOnFire,Zerg,PvZ,0.10341597059331487,121,112,300,0,6720
GunGFuBanDa,Protoss,PvZ,0.704125258457625,99,119,875,0,6720
BlyOnFire,Zerg,PvZ,0.022878330165292005,140,160,900,200,7200
GunGFuBanDa,Protoss,PvZ,0.9020685825863733,142,118,1250,0,7200
BlyOnFire,Zerg,PvZ,0.10281675802412782,143,117,1600,200,7440
GunGFuBanDa,Protoss,PvZ,0.9692006692392023,158,149,2000,750,7440
BlyOnFire,Zerg,PvZ,0.03063693582957705,131,111,1000,100,7680
GunGFuBanDa,Protoss,PvZ,0.9633197121864518,159,149,1000,500,7680
BlyOnFire,Zerg,PvZ,0.13841486487300003,139,163,450,0,8400
GunGFuBanDa,Protoss,PvZ,0.8332315636912228,136,168,1000,0,8400
BlyOnFire,Zerg,PvZ,0.021840780044651287,154,144,0,0,8640
GunGFuBanDa,Protoss,PvZ,0.8360659944117237,134,164,1000,0,8640
BlyOnFire,Zerg,PvZ,0.06297169005590142,149,140,1150,0,8880
GunGFuBanDa,Protoss,PvZ,0.9001075296247494,140,147,1000,250,8880
BlyOnFire,Zerg,PvZ,0.7764154863160545,52,87,1300,300,9360
GunGFuBanDa,Protoss,PvZ,0.23235558533681894,54,87,1900,0,9360
BlyOnFire,Zerg,PvZ,0.49763348316049544,59,140,650,175,9600
GunGFuBanDa,Protoss,PvZ,0.65805533364915,92,133,1400,0,9600
BlyOnFire,Zerg,PvZ,0.03508212452541387,132,111,0,0,11040
GunGFuBanDa,Protoss,PvZ,0.46171565729265207,87,95,775,0,11040
BlyOnFire,Zerg,PvZ,0.035868828983272705,130,111,0,0,11280
GunGFuBanDa,Protoss,PvZ,0.7559073399749301,111,107,1500,0,11280
BlyOnFire,Zerg,PvZ,0.035868828983272705,130,111,800,100,11520
GunGFuBanDa,Protoss,PvZ,0.030854115294415063,44,96,3775,0,11520
BlyOnFire,Zerg,PvZ,0.3271271468904042,131,112,2200,0,11760
GunGFuBanDa,Protoss,PvZ,0.6076546279583679,132,96,3675,175,11760
BlyOnFire,Zerg,PvZ,0.3319132398089848,131,111,2000,0,12000
GunGFuBanDa,Protoss,PvZ,0.08471874056155504,47,87,1575,0,12000
BlyOnFire,Zerg,PvZ,0.934681186185208,64,56,2000,0,12240
GunGFuBanDa,Protoss,PvZ,0.036680287813548096,55,46,800,0,12240
BlyOnFire,Zerg,PvZ,0.024919376528930393,154,144,2000,0,12480
GunGFuBanDa,Protoss,PvZ,0.12022258941811692,53,73,1725,0,12480
BlyOnFire,Zerg,PvZ,0.8393521062023717,32,84,2000,0,12720
GunGFuBanDa,Protoss,PvZ,0.09728050077823314,36,95,1575,0,12720
BlyOnFire,Zerg,PvZ,0.026138759101101527,139,160,1800,0,12960
GunGFuBanDa,Protoss,PvZ,0.07747637025896337,36,63,800,0,12960
BlyOnFire,Zerg,PvZ,0.026138759101101527,139,160,1600,600,13200
GunGFuBanDa,Protoss,PvZ,0.07247828857204197,51,68,3050,0,13200
BlyOnFire,Zerg,PvZ,0.9052731865241912,38,92,800,800,13440
GunGFuBanDa,Protoss,PvZ,0.18628950635334357,42,118,1400,0,13440
BlyOnFire,Zerg,PvZ,0.03548860091585715,140,159,0,0,13920
GunGFuBanDa,Protoss,PvZ,0.8806157378325405,137,149,0,0,13920
BlyOnFire,Zerg,PvZ,0.026433562317525527,153,144,225,0,14160
GunGFuBanDa,Protoss,PvZ,0.8180133547356658,128,96,0,0,14160
BlyOnFire,Zerg,PvZ,0.02603314844807625,155,144,250,100,14640
GunGFuBanDa,Protoss,PvZ,0.04117904271893319,49,96,2175,500,14640
BlyOnFire,Zerg,PvZ,0.45455597397563574,79,162,1850,225,14880
GunGFuBanDa,Protoss,PvZ,0.47599459340922196,67,160,1100,0,14880
BlyOnFire,Zerg,PvZ,0.47460099319681714,76,161,150,100,15360
GunGFuBanDa,Protoss,PvZ,0.5309336242901441,77,161,600,0,15360
BlyOnFire,Zerg,PvZ,0.033712269996001076,131,111,100,100,15600
GunGFuBanDa,Protoss,PvZ,0.37667198651503403,45,155,1950,0,15600
BlyOnFire,Zerg,PvZ,0.41570295342239094,97,154,1700,0,15840
GunGFuBanDa,Protoss,PvZ,0.5781436243602052,96,155,3300,0,15840
BlyOnFire,Zerg,PvZ,0.15140418366950142,146,130,2150,1050,16080
GunGFuBanDa,Protoss,PvZ,0.9259481601107235,146,158,5625,300,16080
BlyOnFire,Zerg,PvZ,0.35468023847780455,101,148,2425,1100,16320
GunGFuBanDa,Protoss,PvZ,0.8265136734889311,127,132,6500,275,16320
BlyOnFire,Zerg,PvZ,0.05690004195557696,128,110,800,200,16560
GunGFuBanDa,Protoss,PvZ,0.8756709178167539,135,102,3075,500,16560
BlyOnFire,Zerg,PvZ,0.024919376528930393,154,144,1475,925,16800
GunGFuBanDa,Protoss,PvZ,0.8510885799336394,140,161,4475,600,16800
BlyOnFire,Zerg,PvZ,0.2063763323419609,153,110,2000,425,17040
GunGFuBanDa,Protoss,PvZ,0.5865535960136251,103,116,3050,300,17040
BlyOnFire,Zerg,PvZ,0.2063763323419609,153,110,800,200,17280
GunGFuBanDa,Protoss,PvZ,0.7284679704349365,114,109,6025,175,17280
GunGFuBanDa,Protoss,PvZ,0.08720470771307792,179,155,0,0,3360
BlyOnFire,Zerg,PvZ,0.02077560291858571,73,60,0,0,3360
GunGFuBanDa,Protoss,PvZ,0.9538031457104055,75,90,0,0,3840
BlyOnFire,Zerg,PvZ,0.021996226336323976,74,60,0,0,3840
GunGFuBanDa,Protoss,PvZ,0.6916587237313537,100,116,0,0,4080
BlyOnFire,Zerg,PvZ,0.04664375180837582,75,89,100,0,4080
GunGFuBanDa,Protoss,PvZ,0.10313251008995705,168,178,0,0,4320
BlyOnFire,Zerg,PvZ,0.02077560291858571,73,60,0,0,4320
GunGFuBanDa,Protoss,PvZ,0.7466636681671869,101,128,0,0,4800
BlyOnFire,Zerg,PvZ,0.02077560291858571,73,60,100,0,4800
GunGFuBanDa,Protoss,PvZ,0.10720413626489228,191,160,0,0,6000
BlyOnFire,Zerg,PvZ,0.02245725222842887,69,87,0,0,6000
GunGFuBanDa,Protoss,PvZ,0.15927489723391486,175,129,250,0,6240
BlyOnFire,Zerg,PvZ,0.7883498913489735,182,116,225,25,6240
GunGFuBanDa,Protoss,PvZ,0.20256277687958202,179,119,375,0,6480
BlyOnFire,Zerg,PvZ,0.8062766145631562,180,120,50,50,6480
GunGFuBanDa,Protoss,PvZ,0.9323887982068899,75,83,250,0,7440
BlyOnFire,Zerg,PvZ,0.08358269040092092,78,96,725,175,7440
GunGFuBanDa,Protoss,PvZ,0.9642469126470894,76,67,875,0,7680
BlyOnFire,Zerg,PvZ,0.8164353722794474,190,119,825,225,7680
GunGFuBanDa,Protoss,PvZ,0.9475357043206696,65,64,875,125,7920
BlyOnFire,Zerg,PvZ,0.02245725222842887,69,87,375,200,7920
GunGFuBanDa,Protoss,PvZ,0.923897077087817,68,127,875,875,8160
BlyOnFire,Zerg,PvZ,0.07141303347451555,63,62,750,0,8160
GunGFuBanDa,Protoss,PvZ,0.12518547973050953,170,123,625,0,9120
BlyOnFire,Zerg,PvZ,0.0267857142857143,73,116,300,25,9120
GunGFuBanDa,Protoss,PvZ,0.15904376122302755,174,131,825,0,9360
BlyOnFire,Zerg,PvZ,0.43969239944723915,121,126,100,50,9360
GunGFuBanDa,Protoss,PvZ,0.7412008749289917,101,115,0,0,9600
BlyOnFire,Zerg,PvZ,0.023896029390134577,73,60,0,0,9600
GunGFuBanDa,Protoss,PvZ,0.7243516804185237,103,122,0,0,9840
BlyOnFire,Zerg,PvZ,0.18515889364189897,93,116,250,0,9840
GunGFuBanDa,Protoss,PvZ,0.9507866243482561,75,57,600,0,10080
BlyOnFire,Zerg,PvZ,0.0267857142857143,73,116,300,0,10080
GunGFuBanDa,Protoss,PvZ,0.8895352515535233,86,58,600,0,10320
BlyOnFire,Zerg,PvZ,0.7386411620474508,157,141,400,50,10320
GunGFuBanDa,Protoss,PvZ,0.06615684344763229,176,116,800,0,10560
BlyOnFire,Zerg,PvZ,0.8257852527527003,169,107,300,0,10560
GunGFuBanDa,Protoss,PvZ,0.11577469994934908,176,126,1250,0,10800
BlyOnFire,Zerg,PvZ,0.025070635541074693,69,87,100,100,10800
GunGFuBanDa,Protoss,PvZ,0.059973359807937054,185,111,575,0,11040
BlyOnFire,Zerg,PvZ,0.9080922376161882,192,115,200,0,11040
GunGFuBanDa,Protoss,PvZ,0.926092131978459,59,89,1725,0,11280
BlyOnFire,Zerg,PvZ,0.8596317248401769,174,128,550,200,11280
GunGFuBanDa,Protoss,PvZ,0.9365676356671272,70,126,1400,500,11520
BlyOnFire,Zerg,PvZ,0.02497919289405054,72,60,450,0,11520
GunGFuBanDa,Protoss,PvZ,0.5310383315450615,118,156,600,300,11760
BlyOnFire,Zerg,PvZ,0.023896029390134577,73,60,1500,0,11760
GunGFuBanDa,Protoss,PvZ,0.5276593511855243,119,155,0,0,12000
BlyOnFire,Zerg,PvZ,0.03178327122271374,98,80,0,0,12000
GunGFuBanDa,Protoss,PvZ,0.0662674376648903,174,171,775,0,12240
BlyOnFire,Zerg,PvZ,0.0267857142857143,73,116,1600,0,12240
GunGFuBanDa,Protoss,PvZ,0.10644767531255267,189,133,1200,0,12960
BlyOnFire,Zerg,PvZ,0.9392517257250057,188,115,1500,0,12960
GunGFuBanDa,Protoss,PvZ,0.046435311148636804,186,114,2625,0,13200
BlyOnFire,Zerg,PvZ,0.8756712551171466,196,133,2325,400,13200
GunGFuBanDa,Protoss,PvZ,0.10313589270242485,190,109,3475,200,13440
BlyOnFire,Zerg,PvZ,0.8843605489300197,188,106,1925,725,13440
GunGFuBanDa,Protoss,PvZ,0.09289152705157866,178,139,1100,250,13680
BlyOnFire,Zerg,PvZ,0.6483712952255928,142,157,1000,800,13680
GunGFuBanDa,Protoss,PvZ,0.34980840488433185,141,160,0,0,13920
BlyOnFire,Zerg,PvZ,0.03178327122271374,98,80,0,0,13920
GunGFuBanDa,Protoss,PvZ,0.2930296425253006,130,167,0,0,14400
BlyOnFire,Zerg,PvZ,0.023896029390134577,73,60,2000,0,14400
GunGFuBanDa,Protoss,PvZ,0.08128177949700038,175,165,700,0,14640
BlyOnFire,Zerg,PvZ,0.7440323554295271,150,187,2600,0,14640
GunGFuBanDa,Protoss,PvZ,0.06534789433562738,158,146,550,0,14880
BlyOnFire,Zerg,PvZ,0.9292923612481304,152,148,2000,0,14880
GunGFuBanDa,Protoss,PvZ,0.17821196977560583,167,136,2875,0,15120
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,1000,0,15120
GunGFuBanDa,Protoss,PvZ,0.05144274016102002,182,121,2175,175,15600
BlyOnFire,Zerg,PvZ,0.03178327122271374,98,80,2575,175,15600
GunGFuBanDa,Protoss,PvZ,0.09642805682662853,158,143,3125,600,15840
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,2450,375,15840
GunGFuBanDa,Protoss,PvZ,0.06928485877036983,155,146,1375,0,16080
BlyOnFire,Zerg,PvZ,0.9548093242258393,156,148,50,50,16080
GunGFuBanDa,Protoss,PvZ,0.46578895975866164,114,147,0,0,16320
BlyOnFire,Zerg,PvZ,0.9314100536673153,189,117,3800,0,16320
GunGFuBanDa,Protoss,PvZ,0.015470390295576508,183,115,1550,100,16560
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,4700,250,16560
GunGFuBanDa,Protoss,PvZ,0.09106025021639097,175,121,3550,375,16800
BlyOnFire,Zerg,PvZ,0.5529115509301513,110,168,4475,650,16800
GunGFuBanDa,Protoss,PvZ,0.08674025688151221,184,108,6450,525,17280
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,5925,1400,17280
GunGFuBanDa,Protoss,PvZ,0.08674025688151221,184,108,5700,1700,17520
BlyOnFire,Zerg,PvZ,0.9283332524115135,189,114,6775,2475,17520
GunGFuBanDa,Protoss,PvZ,0.04175897193646283,182,120,3675,1400,17760
BlyOnFire,Zerg,PvZ,0.6410533108010245,179,77,4750,550,17760
GunGFuBanDa,Protoss,PvZ,0.045897631791214644,153,152,3325,0,18000
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,1200,300,18000
GunGFuBanDa,Protoss,PvZ,0.1399396758233722,178,132,4700,0,18240
BlyOnFire,Zerg,PvZ,0.8743634074802366,196,113,3675,775,18240
GunGFuBanDa,Protoss,PvZ,0.3095586278699877,175,86,1250,0,18480
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,1000,200,18480
GunGFuBanDa,Protoss,PvZ,0.5960063796015547,154,59,1250,0,18720
BlyOnFire,Zerg,PvZ,0.5136851718156435,179,51,400,0,18720
GunGFuBanDa,Protoss,PvZ,0.18261921523731234,169,106,1000,0,18960
BlyOnFire,Zerg,PvZ,0.7242375723876898,138,172,175,175,18960
GunGFuBanDa,Protoss,PvZ,0.1183961944656019,160,141,2750,0,19200
BlyOnFire,Zerg,PvZ,0.02789313768164181,68,87,350,350,19200
GunGFuBanDa,Protoss,PvZ,0.3603670372703637,144,121,1000,0,19680
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,0,0,19680
GunGFuBanDa,Protoss,PvZ,0.21704367956065795,144,169,0,0,20160
BlyOnFire,Zerg,PvZ,0.023896029390134577,73,60,275,275,20160
GunGFuBanDa,Protoss,PvZ,0.07646167606745446,151,149,7300,1625,20400
BlyOnFire,Zerg,PvZ,0.5303939126028233,156,81,7725,2000,20400
GunGFuBanDa,Protoss,PvZ,0.2955047924206363,146,127,5925,1125,20640
BlyOnFire,Zerg,PvZ,0.5360728168125357,141,106,5725,2275,20640
GunGFuBanDa,Protoss,PvZ,0.18678355926042767,166,125,3225,0,20880
BlyOnFire,Zerg,PvZ,0.033197944061147955,70,144,4050,925,20880
GunGFuBanDa,Protoss,PvZ,0.8222155736648054,85,130,2275,250,21120
BlyOnFire,Zerg,PvZ,0.026689696908010374,69,87,3125,675,21120
GunGFuBanDa,Protoss,PvZ,0.6957137153039786,96,153,0,0,21360
BlyOnFire,Zerg,PvZ,0.07075455504035233,77,79,350,350,21360
GunGFuBanDa,Protoss,PvZ,0.041131508808592565,154,150,700,0,21840
BlyOnFire,Zerg,PvZ,0.9443814898527785,156,157,225,25,21840
GunGFuBanDa,Protoss,PvZ,0.35999793580089934,130,133,1050,0,22080
BlyOnFire,Zerg,PvZ,0.956267079684213,157,156,150,150,22080
GunGFuBanDa,Protoss,PvZ,0.8145845793554598,115,83,2000,250,22320
BlyOnFire,Zerg,PvZ,0.9443814898527785,156,157,2900,1350,22320
GunGFuBanDa,Protoss,PvZ,0.5873132281925888,111,123,2900,0,22560
BlyOnFire,Zerg,PvZ,0.08944632755029147,95,91,2500,0,22560
GunGFuBanDa,Protoss,PvZ,0.9692157303884248,68,149,0,0,22800
BlyOnFire,Zerg,PvZ,0.023896029390134577,73,60,0,0,22800
GunGFuBanDa,Protoss,PvZ,0.6110386599573483,128,102,1225,0,23040
BlyOnFire,Zerg,PvZ,0.9306345929329679,189,115,1025,225,23040
GunGFuBanDa,Protoss,PvZ,0.14427306573495824,176,133,1775,0,23280
BlyOnFire,Zerg,PvZ,0.9306345929329679,189,115,950,800,23280
GunGFuBanDa,Protoss,PvZ,0.18897584716840987,144,164,700,0,23760
BlyOnFire,Zerg,PvZ,0.5507041748947823,156,84,375,225,23760
GunGFuBanDa,Protoss,PvZ,0.5668237347303726,104,153,0,0,24000
BlyOnFire,Zerg,PvZ,0.4294822683998666,104,152,200,200,24000
GunGFuBanDa,Protoss,PvZ,0.309916035382833,142,134,0,0,24240
BlyOnFire,Zerg,PvZ,0.5038881640144711,120,127,600,0,24240
GunGFuBanDa,Protoss,PvZ,0.9668772741626517,97,80,1000,0,24480
BlyOnFire,Zerg,PvZ,0.4269139331528673,159,86,375,175,24480
GunGFuBanDa,Protoss,PvZ,0.9668772741626517,97,80,2300,1200,24720
BlyOnFire,Zerg,PvZ,0.5709629981787968,111,166,1225,725,24720
GunGFuBanDa,Protoss,PvZ,0.4804539224494442,122,128,6225,1225,24960
BlyOnFire,Zerg,PvZ,0.03168608399624517,111,58,1750,575,24960
GunGFuBanDa,Protoss,PvZ,0.4504232783289569,125,130,4550,1550,25200
BlyOnFire,Zerg,PvZ,0.481026987295742,118,125,3875,200,25200
GunGFuBanDa,Protoss,PvZ,0.16123514939183997,149,143,0,0,25440
BlyOnFire,Zerg,PvZ,0.03621007968150236,70,144,0,0,25440
GunGFuBanDa,Protoss,PvZ,0.734937234387238,71,147,6000,700,25680
BlyOnFire,Zerg,PvZ,0.2849737960526768,73,149,3625,1300,25680
GunGFuBanDa,Protoss,PvZ,0.7698895089068793,81,139,6325,2575,25920
BlyOnFire,Zerg,PvZ,0.03178327122271374,98,80,5250,2050,25920
BlyOnFire,Zerg,PvZ,0.8125440601016685,55,35,0,0,3840
GunGFuBanDa,Protoss,PvZ,0.19570336429490343,56,26,325,0,3840
BlyOnFire,Zerg,PvZ,0.17824546593979657,110,142,125,25,4080
GunGFuBanDa,Protoss,PvZ,0.14810545399562136,49,34,500,0,4080
BlyOnFire,Zerg,PvZ,0.9580280299595642,26,41,50,50,4320
GunGFuBanDa,Protoss,PvZ,0.10040923449652289,35,25,0,0,4320
BlyOnFire,Zerg,PvZ,0.0261755136642684,81,138,125,100,6000
GunGFuBanDa,Protoss,PvZ,0.04662531114145341,55,34,325,0,6000
BlyOnFire,Zerg,PvZ,0.026497349040382867,84,142,500,50,6960
GunGFuBanDa,Protoss,PvZ,0.8397494708000922,61,151,625,0,6960
BlyOnFire,Zerg,PvZ,0.023980352220505874,110,139,0,0,7200
GunGFuBanDa,Protoss,PvZ,0.09386835147158484,48,36,250,0,7200
BlyOnFire,Zerg,PvZ,0.5139927132122308,66,84,125,25,8160
GunGFuBanDa,Protoss,PvZ,0.5871608971169,70,95,1225,0,8160
BlyOnFire,Zerg,PvZ,0.5036542755721797,67,85,0,0,8400
GunGFuBanDa,Protoss,PvZ,0.5328303854537828,78,87,925,0,8400
BlyOnFire,Zerg,PvZ,0.023980352220505874,110,139,225,0,9120
GunGFuBanDa,Protoss,PvZ,0.9584834722533264,141,129,375,0,9120
BlyOnFire,Zerg,PvZ,0.07941385153958802,89,148,600,0,9360
GunGFuBanDa,Protoss,PvZ,0.9566339287487995,143,132,625,0,9360
BlyOnFire,Zerg,PvZ,0.0261755136642684,81,138,150,0,9600
GunGFuBanDa,Protoss,PvZ,0.7552498695644234,141,98,1250,0,9600
BlyOnFire,Zerg,PvZ,0.026272847174468317,80,144,200,0,9840
GunGFuBanDa,Protoss,PvZ,0.07251811657264134,27,46,1000,0,9840
BlyOnFire,Zerg,PvZ,0.0261755136642684,81,138,0,0,10080
GunGFuBanDa,Protoss,PvZ,0.2512993226077854,57,58,1250,0,10080
BlyOnFire,Zerg,PvZ,0.7269143370471017,84,50,50,0,10560
GunGFuBanDa,Protoss,PvZ,0.9284353640385457,90,141,1500,0,10560
BlyOnFire,Zerg,PvZ,0.023980352220505874,110,139,450,0,10800
GunGFuBanDa,Protoss,PvZ,0.852987181156291,101,126,1500,0,10800
BlyOnFire,Zerg,PvZ,0.023980352220505874,110,139,100,100,11040
GunGFuBanDa,Protoss,PvZ,0.9066370702336999,115,131,1750,0,11040
BlyOnFire,Zerg,PvZ,0.7325847178471001,84,49,1525,75,11280
GunGFuBanDa,Protoss,PvZ,0.1833012371435202,76,41,2700,250,11280
BlyOnFire,Zerg,PvZ,0.02699889009990697,81,138,200,0,11520
GunGFuBanDa,Protoss,PvZ,0.9329315991845152,102,141,2650,0,11520
BlyOnFire,Zerg,PvZ,0.8468865124678836,87,47,50,0,11760
GunGFuBanDa,Protoss,PvZ,0.07194136586511668,82,37,1900,0,11760
BlyOnFire,Zerg,PvZ,0.0493926697373297,82,147,250,0,12000
GunGFuBanDa,Protoss,PvZ,0.6454119323671063,70,102,1500,0,12000
BlyOnFire,Zerg,PvZ,0.02699889009990697,81,138,1050,0,12480
GunGFuBanDa,Protoss,PvZ,0.912228443718588,115,133,1500,0,12480
BlyOnFire,Zerg,PvZ,0.026029425635849757,137,130,2600,0,12720
GunGFuBanDa,Protoss,PvZ,0.583893477473937,106,77,750,0,12720
BlyOnFire,Zerg,PvZ,0.5338654033829792,95,70,1750,0,13200
GunGFuBanDa,Protoss,PvZ,0.3990865040857773,91,65,1500,0,13200
BlyOnFire,Zerg,PvZ,0.026029425635849757,137,130,3150,75,13440
GunGFuBanDa,Protoss,PvZ,0.9360475775039693,85,148,2400,125,13440
BlyOnFire,Zerg,PvZ,0.02699889009990697,81,138,700,0,13680
GunGFuBanDa,Protoss,PvZ,0.9407611225124034,103,141,1500,0,13680
BlyOnFire,Zerg,PvZ,0.026029425635849757,137,130,2400,500,13920
GunGFuBanDa,Protoss,PvZ,0.10534584814610992,35,49,1850,0,13920
BlyOnFire,Zerg,PvZ,0.6902487569949071,26,76,1450,0,14160
GunGFuBanDa,Protoss,PvZ,0.08690754524815525,31,48,1850,0,14160
BlyOnFire,Zerg,PvZ,0.02699889009990697,81,138,0,0,14400
GunGFuBanDa,Protoss,PvZ,0.11145774646083251,29,51,525,0,14400
BlyOnFire,Zerg,PvZ,0.05679000415790314,83,135,275,275,14640
GunGFuBanDa,Protoss,PvZ,0.43258442727352087,120,56,1500,0,14640
BlyOnFire,Zerg,PvZ,0.026029425635849757,137,130,0,0,14880
GunGFuBanDa,Protoss,PvZ,0.08504039144938846,83,37,975,800,14880
BlyOnFire,Zerg,PvZ,0.034283975499141306,116,109,1250,0,15120
GunGFuBanDa,Protoss,PvZ,0.21724691173664923,75,48,1575,0,15120
BlyOnFire,Zerg,PvZ,0.5662908077772344,135,47,175,175,15360
GunGFuBanDa,Protoss,PvZ,0.4824483096358757,102,69,1500,0,15360
BlyOnFire,Zerg,PvZ,0.02699889009990697,81,138,1650,400,15600
GunGFuBanDa,Protoss,PvZ,0.8916484375812891,122,104,1850,250,15600
BlyOnFire,Zerg,PvZ,0.027499858612925865,111,139,925,700,15840
GunGFuBanDa,Protoss,PvZ,0.9089355397836394,116,104,4850,0,15840
BlyOnFire,Zerg,PvZ,0.18179349037531134,84,121,1125,100,16080
GunGFuBanDa,Protoss,PvZ,0.6094408942201139,128,88,5150,500,16080
BlyOnFire,Zerg,PvZ,0.026029425635849757,137,130,0,0,16320
GunGFuBanDa,Protoss,PvZ,0.946704611554565,142,129,1125,0,16320
BlyOnFire,Zerg,PvZ,0.8888888888888888,60,40,3300,350,16560
GunGFuBanDa,Protoss,PvZ,0.9727094130645086,138,130,1350,200,16560
BlyOnFire,Zerg,PvZ,0.02699889009990697,81,138,150,0,16800
GunGFuBanDa,Protoss,PvZ,0.9377010514183147,74,144,1250,0,16800
BlyOnFire,Zerg,PvZ,0.0261755136642684,110,139,525,25,17520
GunGFuBanDa,Protoss,PvZ,0.2890486523168564,56,61,1000,0,17520
BlyOnFire,Zerg,PvZ,0.6721588191005721,71,60,1650,25,17760
GunGFuBanDa,Protoss,PvZ,0.2506408084314645,70,51,1775,0,17760
BlyOnFire,Zerg,PvZ,0.7296170272537132,50,60,700,0,18000
GunGFuBanDa,Protoss,PvZ,0.09131235563290807,85,38,700,0,18000
BlyOnFire,Zerg,PvZ,0.8766581492155079,90,40,1450,650,18240
GunGFuBanDa,Protoss,PvZ,0.15331120368113998,78,42,3950,250,18240
BlyOnFire,Zerg,PvZ,0.9106802446594068,36,45,2000,0,18480
GunGFuBanDa,Protoss,PvZ,0.9579312172493306,116,116,300,0,18480
BlyOnFire,Zerg,PvZ,0.026196000582776602,137,130,2625,950,18720
GunGFuBanDa,Protoss,PvZ,0.10897363364256757,82,39,3450,800,18720
BlyOnFire,Zerg,PvZ,0.352356278905423,129,79,300,0,19200
GunGFuBanDa,Protoss,PvZ,0.13535412356959564,95,38,400,400,19200
BlyOnFire,Zerg,PvZ,0.5508850699127359,99,67,1650,50,19440
GunGFuBanDa,Protoss,PvZ,0.09279085907086237,84,38,2100,600,19440
BlyOnFire,Zerg,PvZ,0.03529158606355731,116,109,700,125,19680
GunGFuBanDa,Protoss,PvZ,0.07811465717056365,56,54,1175,0,19680
BlyOnFire,Zerg,PvZ,0.6996731332383556,26,73,850,400,19920
GunGFuBanDa,Protoss,PvZ,0.06426644444815655,54,54,4000,0,19920
BlyOnFire,Zerg,PvZ,0.026029425635849757,137,130,1075,775,20400
GunGFuBanDa,Protoss,PvZ,0.3174447384218686,58,64,2450,0,20400
BlyOnFire,Zerg,PvZ,0.034283975499141306,81,138,500,100,20640
GunGFuBanDa,Protoss,PvZ,0.09106446021636061,86,38,3925,800,20640
BlyOnFire,Zerg,PvZ,0.036216102030636244,80,138,2200,1150,20880
GunGFuBanDa,Protoss,PvZ,0.5623302828285988,71,104,5550,100,20880
BlyOnFire,Zerg,PvZ,0.8794449209641092,47,68,2500,625,21120
GunGFuBanDa,Protoss,PvZ,0.5049406799750948,70,99,4175,525,21120
BlyOnFire,Zerg,PvZ,0.026196000582776602,137,130,1700,600,21360
GunGFuBanDa,Protoss,PvZ,0.44216372220525113,84,77,3075,0,21360
BlyOnFire,Zerg,PvZ,0.922108322126651,47,64,300,300,21600
GunGFuBanDa,Protoss,PvZ,0.4836698078341803,105,68,975,0,21600
BlyOnFire,Zerg,PvZ,0.03529158606355731,116,109,175,175,21840
GunGFuBanDa,Protoss,PvZ,0.5781188402989321,23,134,2050,0,21840
BlyOnFire,Zerg,PvZ,0.35625551896108654,36,139,1400,175,22080
GunGFuBanDa,Protoss,PvZ,0.32869744097228754,66,83,1400,0,22080
BlyOnFire,Zerg,PvZ,0.5479339795189055,70,94,1775,350,22320
GunGFuBanDa,Protoss,PvZ,0.6427413836495025,102,84,4000,0,22320
